"r1280","Pollo en Salsa de Champiñones","pollo, champiñones, cebolla, ajo, crema de leche, aceite de oliva, sal, pimienta","Cocina 2 pechugas de pollo a la plancha hasta que estén bien cocidas. En una sartén grande, calienta 2 cucharadas de aceite de oliva y sofríe 1 cebolla picada y 2 dientes de ajo picados hasta que estén dorados. Añade 1 taza de champiñones en rodajas y cocina por 5-7 minutos. Incorpora 1 taza de crema de leche y cocina a fuego lento durante 5 minutos. Sazona con sal y pimienta al gusto y vierte la salsa sobre el pollo antes de servir.","2"
"r1290","Ensalada de Pasta y Atún","pasta, atún, tomate, cebolla, aceitunas, aceite de oliva, vinagre, sal, pimienta","Cocina 200 g de pasta según las instrucciones del paquete y enfría. En un bol grande, mezcla la pasta cocida con 1 lata de atún escurrido, 2 tomates en cubos, 1/2 cebolla picada y 1/2 taza de aceitunas en rodajas. Adereza con 2 cucharadas de aceite de oliva, 1 cucharada de vinagre, sal y pimienta al gusto. Mezcla bien antes de servir.","1"
"r1300","Sopa de Pollo y Vegetales","pollo, zanahoria, apio, cebolla, papa, ajo, caldo de pollo, aceite de oliva, sal, pimienta","En una olla grande, calienta 2 cucharadas de aceite de oliva y sofríe 1 cebolla picada, 2 zanahorias en rodajas, 2 ramas de apio picadas, 2 papas en cubos y 2 dientes de ajo picados hasta que estén tiernos. Añade 1 litro de caldo de pollo y lleva a ebullición. Incorpora 2 pechugas de pollo trozadas y cocina a fuego lento durante 20-25 minutos hasta que el pollo y las verduras estén tiernos. Sazona con sal y pimienta al gusto y sirve caliente.","1"
"r1310","Pollo al Horno con Papas","pollo, papas, ajo, romero, aceite de oliva, sal, pimienta","Precalienta el horno a 200°C. Pela y corta 4 papas en trozos medianos. En una bandeja para hornear, coloca 2 pechugas de pollo y rodea con las papas. Añade 2 dientes de ajo picados y 1 cucharada de romero. Rocía con 2 cucharadas de aceite de oliva, sal y pimienta al gusto. Hornea durante 25-30 minutos hasta que el pollo esté bien cocido y las papas doradas.","2"
"r1320","Ensalada de Pollo y Mango","pollo, mango, lechuga, pepino, cebolla, aceite de oliva, limón, sal","Cocina 2 pechugas de pollo a la plancha y córtalas en tiras. En un bol grande, mezcla 4 tazas de lechuga picada, 1 mango en cubos, 1 pepino en rodajas y 1/2 cebolla picada. Añade el pollo y adereza con 2 cucharadas de aceite de oliva, el jugo de 1 limón, sal al gusto y mezcla bien antes de servir.","1"
"r1330","Pasta con Pollo y Espinacas","pasta, pollo, espinacas, ajo, aceite de oliva, queso parmesano, sal, pimienta","Cocina 200 g de pasta según las instrucciones del paquete. Cocina 2 pechugas de pollo a la plancha y córtalas en tiras. En una sartén grande, calienta 2 cucharadas de aceite de oliva y sofríe 2 dientes de ajo picados hasta que estén dorados. Añade 2 tazas de espinacas frescas y cocina hasta que estén marchitas. Incorpora el pollo y la pasta cocida, y mezcla bien. Sazona con sal y pimienta al gusto y espolvorea con queso parmesano rallado antes de servir.","2"
"r1340","Ensalada de Garbanzos y Atún","garbanzos, atún, cebolla, tomate, pepino, aceite de oliva, limón, sal","En un bol grande, mezcla 2 tazas de garbanzos cocidos, 1 lata de atún escurrido, 1/2 cebolla picada, 2 tomates en cubos y 1 pepino en rodajas. Adereza con 2 cucharadas de aceite de oliva, el jugo de 1 limón, sal al gusto y mezcla bien antes de servir.","1"
"r1350","Arroz Frito con Pollo","arroz, pollo, zanahoria, guisantes, cebolla, ajo, salsa de soja, aceite de oliva, sal","Cocina 1 taza de arroz según las instrucciones del paquete y enfría. Cocina 2 pechugas de pollo a la plancha y córtalas en cubos. En una sartén grande, calienta 2 cucharadas de aceite de oliva y sofríe 1 cebolla picada, 2 dientes de ajo picados, 1 zanahoria picada y 1/2 taza de guisantes hasta que estén tiernos. Añade el arroz cocido y el pollo. Incorpora 2 cucharadas de salsa de soja y mezcla bien. Cocina por 2-3 minutos más antes de servir.","2"
"r1360","Sopa de Tomate","tomate, cebolla, ajo, caldo de verduras, aceite de oliva, sal, pimienta","En una olla grande, calienta 2 cucharadas de aceite de oliva y sofríe 1 cebolla picada y 2 dientes de ajo picados hasta que estén tiernos. Añade 4 tomates picados y cocina por 5 minutos más. Incorpora 1 litro de caldo de verduras y lleva a ebullición. Reduce el fuego y cocina a fuego lento durante 20-25 minutos. Licua la sopa hasta obtener una textura suave. Sazona con sal y pimienta al gusto y sirve caliente.","1"
"r1370","Pollo a la Naranja","pollo, naranja, ajo, miel, salsa de soja, aceite de oliva, sal, pimienta","Cocina 2 pechugas de pollo a la plancha hasta que estén bien cocidas. En una sartén pequeña, calienta 2 cucharadas de aceite de oliva y sofríe 2 dientes de ajo picados hasta que estén dorados. Añade el jugo de 2 naranjas, 1 cucharada de miel y 1 cucharada de salsa de soja. Cocina a fuego lento durante 5 minutos. Sazona con sal y pimienta al gusto y vierte la salsa sobre el pollo antes de servir.","2"
"r1380","Ensalada de Pasta con Pollo","pasta, pollo, tomate, pepino, cebolla, aceitunas, aceite de oliva, vinagre, sal, pimienta","Cocina 200 g de pasta según las instrucciones del paquete y enfría. Cocina 2 pechugas de pollo a la plancha y córtalas en tiras. En un bol grande, mezcla la pasta cocida con el pollo, 2 tomates en cubos, 1 pepino en rodajas, 1/2 cebolla picada y 1/2 taza de aceitunas en rodajas. Adereza con 2 cucharadas de aceite de oliva, 1 cucharada de vinagre, sal y pimienta al gusto. Mezcla bien antes de servir.","1"
"r1390","Salmón al Horno con Papas y Espárragos","salmón, papas, espárragos, ajo, aceite de oliva, sal, pimienta","Precalienta el horno a 200°C. Pela y corta 4 papas en trozos medianos. En una bandeja para hornear, coloca 2 filetes de salmón y rodea con las papas y 1 manojo de espárragos. Añade 2 dientes de ajo picados y rocía con 2 cucharadas de aceite de oliva, sal y pimienta al gusto. Hornea durante 20-25 minutos hasta que el salmón esté bien cocido y las papas doradas.","2"
"r1400","Wrap de Hummus y Vegetales","tortillas de trigo, hummus, zanahoria, pepino, lechuga, pimiento, aceite de oliva","Unta 2 cucharadas de hummus en cada tortilla. Añade 1 zanahoria rallada, 1/2 pepino en rodajas, hojas de lechuga y tiras de pimiento. Rocía con 1 cucharada de aceite de oliva y enrolla la tortilla. Corta por la mitad antes de servir.","1"
"r1410","Pasta con Camarones y Espinacas","pasta, camarones, espinacas, ajo, aceite de oliva, vino blanco, sal, pimienta","Cocina 200 g de pasta según las instrucciones del paquete. En una sartén grande, calienta 2 cucharadas de aceite de oliva y sofríe 2 dientes de ajo picados hasta que estén dorados. Añade 200 g de camarones pelados y cocina por 2-3 minutos hasta que estén rosados. Incorpora 2 tazas de espinacas frescas y cocina hasta que estén marchitas. Añade 1/4 taza de vino blanco y cocina por 2 minutos más. Sazona con sal y pimienta al gusto y mezcla con la pasta cocida antes de servir.","2"
"r1420","Sopa de Lentejas","lentejas, zanahoria, papa, apio, cebolla, ajo, caldo de verduras, aceite de oliva, sal, pimienta","En una olla grande, calienta 2 cucharadas de aceite de oliva y sofríe 1 cebolla picada, 2 zanahorias en rodajas, 2 papas en cubos, 2 ramas de apio picadas y 2 dientes de ajo picados hasta que estén tiernos. Añade 1 taza de lentejas y 1 litro de caldo de verduras. Lleva a ebullición, reduce el fuego y cocina a fuego lento durante 25-30 minutos hasta que las lentejas estén tiernas. Sazona con sal y pimienta al gusto y sirve caliente.","1"
"r1430","Tacos de Pollo","tortillas de maíz, pollo, cebolla, cilantro, limón, salsa de tomate, sal, pimienta","Cocina 2 pechugas de pollo a la plancha y córtalas en tiras. En cada tortilla de maíz, coloca una porción de pollo, cebolla picada, cilantro picado y 1 cucharada de salsa de tomate. Rocía con jugo de limón, sazona con sal y pimienta al gusto, y sirve caliente.","1"
"r1440","Ensalada de Quinoa y Garbanzos","quinoa, garbanzos, tomate, pepino, cebolla, aceite de oliva, limón, sal","Cocina 1 taza de quinoa según las instrucciones del paquete y enfría. En un bol grande, mezcla la quinoa cocida con 2 tazas de garbanzos cocidos, 2 tomates en cubos, 1 pepino en rodajas y 1/2 cebolla picada. Adereza con 2 cucharadas de aceite de oliva, el jugo de 1 limón, sal al gusto y mezcla bien antes de servir.","1"
"r1450","Pollo en Salsa de Mostaza y Miel","pollo, mostaza, miel, ajo, aceite de oliva, sal, pimienta","Cocina 2 pechugas de pollo a la plancha hasta que estén bien cocidas. En una sartén pequeña, calienta 2 cucharadas de aceite de oliva y sofríe 2 dientes de ajo picados hasta que estén dorados. Añade 2 cucharadas de mostaza y 2 cucharadas de miel, y cocina a fuego lento durante 2-3 minutos. Sazona con sal y pimienta al gusto y vierte la salsa sobre el pollo antes de servir.","2"
"r1460","Arroz con Pollo y Vegetales","arroz, pollo, zanahoria, guisantes, maíz, cebolla, ajo, aceite de oliva, sal, pimienta","Cocina 1 taza de arroz según las instrucciones del paquete. Cocina 2 pechugas de pollo a la plancha y córtalas en cubos. En una sartén grande, calienta 2 cucharadas de aceite de oliva y sofríe 1 cebolla picada, 2 dientes de ajo picados, 1 zanahoria picada, 1/2 taza de guisantes y 1/2 taza de maíz hasta que estén tiernos. Añade el arroz cocido y el pollo. Sazona con sal y pimienta al gusto y mezcla bien antes de servir.","2"
"r1470","Tortilla de Espinacas y Champiñones","huevos, espinacas, champiñones, cebolla, ajo, aceite de oliva, sal, pimienta","En una sartén grande, calienta 2 cucharadas de aceite de oliva y sofríe 1 cebolla picada, 2 dientes de ajo picados y 1 taza de champiñones en rodajas hasta que estén tiernos. Añade 2 tazas de espinacas frescas y cocina hasta que estén marchitas. En un bol, bate 4 huevos y sazona con sal y pimienta al gusto. Vierte los huevos en la sartén y cocina a fuego lento hasta que la tortilla esté dorada y firme. Sirve caliente.","1"
"r1480","Pollo Teriyaki","pollo, salsa teriyaki, ajo, jengibre, aceite de oliva, sal, pimienta","Cocina 2 pechugas de pollo a la plancha hasta que estén bien cocidas. En una sartén pequeña, calienta 2 cucharadas de aceite de oliva y sofríe 2 dientes de ajo picados y 1 cucharadita de jengibre rallado hasta que estén dorados. Añade 1/2 taza de salsa teriyaki y cocina a fuego lento durante 2-3 minutos. Sazona con sal y pimienta al gusto y vierte la salsa sobre el pollo antes de servir.","2"
"r1490","Ensalada de Pollo y Aguacate","pollo, aguacate, lechuga, tomate, pepino, cebolla, aceite de oliva, limón, sal","Cocina 2 pechugas de pollo a la plancha y córtalas en tiras. En un bol grande, mezcla 4 tazas de lechuga picada, 1 aguacate en cubos, 2 tomates en cubos, 1 pepino en rodajas y 1/2 cebolla picada. Añade el pollo y adereza con 2 cucharadas de aceite de oliva, el jugo de 1 limón, sal al gusto y mezcla bien antes de servir.","1"
"r1500","Ensalada de Pollo y Fideos de Arroz","pollo, fideos de arroz, zanahoria, pepino, cebolla, aceite de oliva, vinagre, sal, pimienta","Cocina 100 g de fideos de arroz según las instrucciones del paquete y enfría. Cocina 2 pechugas de pollo a la plancha y córtalas en tiras. En un bol grande, mezcla los fideos de arroz cocidos con el pollo, 1 zanahoria rallada, 1 pepino en rodajas y 1/2 cebolla picada. Adereza con 2 cucharadas de aceite de oliva, 1 cucharada de vinagre, sal y pimienta al gusto. Mezcla bien antes de servir.","1"
"r1510","Paella de Mariscos","arroz, mariscos mixtos, pimiento, cebolla, ajo, tomate, caldo de pescado, azafrán, aceite de oliva, sal, pimienta","Calienta 3 cucharadas de aceite de oliva en una paellera a fuego medio. Sofríe 1 cebolla picada, 1 pimiento rojo en tiras y 2 dientes de ajo picados hasta que estén tiernos. Añade 2 tomates rallados y cocina por 5 minutos. Incorpora 1 taza de arroz y mezcla bien. Vierte 3 tazas de caldo de pescado caliente, añade una pizca de azafrán y sazona con sal y pimienta. Lleva a ebullición, reduce el fuego y cocina a fuego lento durante 15 minutos. Añade 500 g de mariscos mixtos (calamares, mejillones, gambas) y cocina por 10 minutos más hasta que el arroz esté tierno y los mariscos cocidos.","3"
"r1520","Lasaña de Carne y Vegetales","pasta de lasaña, carne molida, espinacas, champiñones, tomate, cebolla, ajo, queso ricotta, queso mozzarella, salsa bechamel, aceite de oliva, sal, pimienta","Precalienta el horno a 180°C. Cocina las láminas de pasta según las instrucciones del paquete. En una sartén grande, calienta 3 cucharadas de aceite de oliva y sofríe 1 cebolla picada y 2 dientes de ajo picados hasta que estén dorados. Añade 500 g de carne molida y cocina hasta que esté dorada. Incorpora 2 tazas de espinacas frescas y 1 taza de champiñones en rodajas, y cocina hasta que estén tiernos. Añade 2 tazas de salsa de tomate y cocina por 10 minutos. En una bandeja para hornear, alterna capas de pasta, mezcla de carne y vegetales, y queso ricotta. Termina con una capa de pasta, cubre con salsa bechamel y espolvorea con queso mozzarella rallado. Hornea durante 30-35 minutos hasta que esté dorada y burbujeante.","3"
"r1530","Coq au Vin","pollo, vino tinto, zanahoria, cebolla, ajo, champiñones, tocino, caldo de pollo, tomillo, laurel, aceite de oliva, sal, pimienta","En una olla grande, calienta 3 cucharadas de aceite de oliva y sofríe 100 g de tocino picado hasta que esté dorado. Retira y reserva. En la misma olla, dora 4 muslos de pollo por todos lados. Retira y reserva. Añade 1 cebolla picada, 2 zanahorias en rodajas y 2 dientes de ajo picados, y cocina hasta que estén tiernos. Incorpora 200 g de champiñones en rodajas y cocina por 5 minutos más. Vuelve a colocar el pollo y el tocino en la olla, vierte 2 tazas de vino tinto y 1 taza de caldo de pollo. Añade 1 rama de tomillo y 1 hoja de laurel. Lleva a ebullición, reduce el fuego y cocina a fuego lento durante 1 hora o hasta que el pollo esté tierno. Sazona con sal y pimienta al gusto antes de servir.","3" 
"r1540","Moussaka","berenjena, carne molida, tomate, cebolla, ajo, patata, salsa bechamel, aceite de oliva, queso rallado, sal, pimienta","Precalienta el horno a 180°C. Corta 2 berenjenas en rodajas, sazona con sal y deja reposar 30 minutos. Enjuaga y seca. En una sartén grande, calienta 3 cucharadas de aceite de oliva y fríe las berenjenas hasta que estén doradas. Retira y reserva. En la misma sartén, sofríe 1 cebolla picada y 2 dientes de ajo picados hasta que estén dorados. Añade 500 g de carne molida y cocina hasta que esté dorada. Incorpora 2 tazas de salsa de tomate, sazona con sal y pimienta, y cocina por 10 minutos. Pela y corta 2 patatas en rodajas finas, fríelas hasta que estén doradas. En una bandeja para hornear, alterna capas de berenjena, carne y patatas. Cubre con salsa bechamel y espolvorea con queso rallado. Hornea durante 30-35 minutos hasta que esté dorada y burbujeante.","3" 
